artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,terms_freq,time_signature,time_signature_confidence,title,year,clusters
0.39570954799999997,ARZEWUR1187FB53DC8,Enthroned,,0,0.13699999999999998,0.8988799999999999,0.27899999999999997,0.48245,240.74403999999998,0.0,0.593416049,2,0.735,50.45663,"Belgica -- Namur, Namur/Ghent, East Flanders",4.87137,-4.878,0,0.838,785362,Pentagrammaton,0.543052864,SOXCWTT12AC9075756,240.74400000000003,0.37799999999999995,0.48245,135.535,black metal,1.0,7,0.583,The Vitalized Shell,2010,787
0.531411752,AR7ZI7Z1187B98BF55,MA$?go de Oz,,0,0.15,0.91319,0.474,0.42263,295.31383,0.0,0.629751605,7,0.27899999999999997,37.15735675,Not available,-63.93335787,-4.638,1,0.551,754327,Bajo La Corteza (26 Canciones De LeA+-o),0.43965466,SOVTEUT12AB0185D22,293.07099999999997,0.0,0.42263,121.955,folk rock,0.985827462,4,0.5710000000000001,QuA(c) DesilusiA3n,2010,34
0.509878708,AREPD8D1187FB3F5BC,Sister Hazel,,0,0.017,1.7276599999999998,0.7929999999999999,0.50558,231.36607999999998,0.13,0.7310657559999999,9,0.795,37.15735675,"Gainesville, FL",-63.93335787,-7.127999999999999,1,0.703,555552,Release,0.594854168,SOOICPO12AB018321A,219.33599999999998,0.7509999999999999,0.20006,100.029,post-grunge,1.0,4,0.568,Vacation Rain (Album),2010,739
0.39570954799999997,ARZEWUR1187FB53DC8,Enthroned,,0,0.431,0.8542,0.589,0.19525,89.15545999999999,4.8469999999999995,0.593416049,2,0.0,50.45663,"Belgica -- Namur, Namur/Ghent, East Flanders",4.87137,-20.359,1,0.0,785362,Pentagrammaton,,SOHCCIA12AC907577F,79.203,0.16,0.19525,90.66,black metal,1.0,3,0.524,Ad Te Clamamus Exsvles Mortva Liberi,2010,844
0.0,ARDDHGI126E2B3AA76,Pascal Sangla,,0,0.151,0.57581,0.981,0.57581,243.1473,0.525,0.46448128200000005,9,0.847,37.15735675,Not available,-63.93335787,-14.737,1,0.639,755756,Une petite pause,0.0,SOJVWBA12AB018C326,235.886,0.851,0.57581,93.238,french pop,1.0,4,0.521,Une petite pause,2010,578
0.442968189,ARNDFTA125FEF32B22,Noemi,,0,0.06,0.0503,0.9840000000000001,0.0503,226.37669,0.218,0.49930896700000005,0,0.511,37.15735675,Not available,-63.93335787,-2.957,1,0.534,634092,Sulla Mia Pelle Special Edition,0.611214623,SOOQGOK12AB0185F23,221.333,0.293,0.0503,144.05200000000002,musica,0.906677466,4,0.485,Per Colpa Tua,2010,245
0.37110980200000004,ARYCQBH1187B9B1BE4,MetsatAPll,estonian,2,0.061,0.96604,0.5,0.48201000000000005,269.81832,0.0,0.530412427,4,0.28,58.592319999999994,Estonia,25.80695,-4.045,0,0.365,756551,Aio,,SOZOSQN12AB01872A1,266.089,0.368,0.16304000000000002,134.89700000000002,folk rock,0.9995274279999999,4,0.48,Kui rebeneb taevas,2010,422
0.560380805,AR4B3RX1187B9A868A,Alexandre Desplat,easy listening soundtracks and musicals,1,0.009000000000000001,0.8436100000000001,0.848,0.19479000000000002,128.62649,0.113,0.609816403,5,0.02,37.15735675,Not available,-63.93335787,-30.18,1,0.467,757828,The Ghost Writer,0.483977246,SOKPXQU12AB0187ED6,128.626,0.873,0.19479000000000002,91.954,soundtrack,1.0,4,0.466,Hidden Documents,2010,833
0.460456543,ARML7XL1187FB43F59,Boondox,,0,0.013000000000000001,1.36051,0.0,1.06325,260.10077,0.0,0.7808665459999999,2,0.516,37.15735675,Newton County,-63.93335787,-5.852,0,0.599,822062,South Of Hell,0.467365631,SODAYSL12AB018FFFA,260.101,0.092,1.06325,200.00400000000002,rap rock,1.0,4,0.447,Nothing To Lose,2010,494
0.527492981,ARPNY981187B9ACB75,Eluveitie,folk metal,1,0.002,0.7744300000000001,0.9059999999999999,0.22568000000000002,307.69587,0.14800000000000002,0.764566084,11,0.48,37.15735675,Switzerland,-63.93335787,-4.367,0,0.519,734270,Everything Remains (As It Never Was),0.662986161,SOVLQYZ12AC3DF6BCA,285.408,0.5579999999999999,0.08968999999999999,110.01799999999999,death metal,1.0,4,0.446,(Do)Minion,2010,528
0.405618982,ARQDWBG1187B9891D7,Zeromancer,industrial rock,1,0.218,3.5055099999999997,0.0,2.5515,280.08444,0.0,0.644519692,2,0.21100000000000002,37.15735675,Not available,-63.93335787,-6.707000000000001,1,0.495,757194,The Death Of Romance,0.731282,SORGUQZ12AB0184B31,271.621,0.158,2.5515,120.072,industrial rock,0.855788212,5,0.436,V,2010,517
0.564969253,ARN5L1O1187FB4D955,Eyes Set to Kill,,0,0.11800000000000001,1.20997,0.23600000000000002,0.5948399999999999,158.95465,0.0,0.7898364390000001,8,0.294,37.15735675,"Tempe, AZ",-63.93335787,-4.3919999999999995,1,0.434,810542,Broken Frames,0.650315076,SOTSHSR12AB01899B6,150.767,0.603,0.13449,97.49700000000001,happy hardcore,0.996108453,4,0.433,Play The Part,2010,968
0.377397659,ARFN3YG1187B9AD9F1,Skyforger,latvian,1,0.11699999999999999,1.53084,0.652,0.8468,252.81261,0.0,0.596467745,7,0.722,56.87546,Latvia,24.6075,-4.194,1,0.494,804150,Kurbads,0.535106025,SOROOOR12AB018572F,250.40400000000002,0.366,0.38495999999999997,100.13799999999999,viking metal,0.97857545,4,0.37,In the Underworld,2010,422
0.375367267,ARXAHU31187B9B1520,Vex'd,dubstep,3,0.743,0.34252,0.865,0.34252,295.49669,0.0,0.58543401,2,0.29100000000000004,51.50632,London,-0.12714,-11.595999999999998,1,0.37200000000000005,812979,Cloud Seed,0.6053318870000001,SOCQVFV12AB01859A2,284.88599999999997,0.35700000000000004,0.34252,117.007,dubstep,1.0,4,0.337,Oceans,2010,855
0.0,ARDDHGI126E2B3AA76,Pascal Sangla,,0,0.095,0.22862,0.642,0.22862,333.76608,0.503,0.46448128200000005,4,0.446,37.15735675,Not available,-63.93335787,-10.620999999999999,1,0.49,755756,Une petite pause,,SOGRYWN12AB018C335,330.275,0.792,0.06265,89.977,french pop,1.0,4,0.295,Assis par terre,2010,381
0.397170342,AR2O20V1187B989AF6,Black Tambourine,,0,0.10099999999999999,0.74282,0.345,0.28097,236.35546000000002,3.065,0.575805715,10,0.698,37.15735675,Not available,-63.93335787,-9.975,1,0.24600000000000002,785985,Black Tambourine,0.5932516520000001,SORRNTH12AC960A43B,225.41400000000002,0.623,0.28097,131.388,noise pop,0.8698392620000001,4,0.242,Dream Baby Dream,2010,185
0.42080185,ARHL8SP1187B98F8A3,Sick Of It All,new york,2,0.917,0.27846,0.917,0.27846,171.07546000000002,0.107,0.6906262559999999,10,0.217,40.71455,Virginia,-74.00712,-2.388,1,0.11800000000000001,803175,Based On A True Story,0.748424605,SOBKGSR12AB0184A57,168.472,0.0,0.27846,113.198,hardcore punk,1.0,1,0.109,Death Or Jail,2010,39
0.457611174,AROJAG11187B9B71A3,The Chap,classic pop and rock,1,0.026000000000000002,0.47093999999999997,0.826,0.47093999999999997,213.89016,0.938,0.612657824,7,0.7440000000000001,51.50632,London,-0.12714,-7.345,0,0.562,776175,Well Done Europe,0.548005621,SOSBLBE12AC3DFB104,208.43400000000003,0.7120000000000001,0.21615,120.18799999999999,future jazz,0.9100496640000001,4,0.02,Gimme Legs,2010,416
0.509878708,AREPD8D1187FB3F5BC,Sister Hazel,,0,0.039,0.56403,0.6970000000000001,0.14109000000000002,195.36934,0.107,0.7310657559999999,5,0.809,37.15735675,"Gainesville, FL",-63.93335787,-6.481,1,0.733,555552,Release,0.603030145,SOKMFTY12AB0183216,184.94099999999997,0.958,0.14109000000000002,140.259,post-grunge,1.0,4,0.019,Walls And Cannonballs (Album),2010,672
0.40023719799999996,ARTXNYR12802FDE977,ZombieSuckers,,0,0.406,10.64564,0.371,1.4044299999999998,62.95465,0.109,0.509793846,1,0.0,37.15735675,Not available,-63.93335787,-22.904,1,0.0,759854,Tales From The Undead,,SODHOGM12AB018A4FA,62.955,0.22399999999999998,0.32539,42.58,horror punk,0.96606988,4,0.0,The Nightmare Begins,2010,502
0.40411691,ARVI9KK1187B9AACB4,Jan Wayne,,0,0.47600000000000003,0.52046,0.45799999999999996,0.050789999999999995,381.28281,0.0,0.5989855070000001,6,0.623,37.15735675,Not available,-63.93335787,-5.62,1,0.575,662685,Hello,,SOOXHKU12AB0187180,374.84,1.0,0.050789999999999995,127.96799999999999,eurodance,0.955948287,4,0.0,Hello,2010,185
0.320507918,ARYSHWJ1187B9AD2D0,Moist,,0,0.0,0.47163999999999995,1.0,0.47163999999999995,360.98567,8.684,0.5983324999999999,2,0.593,49.26044,"Vancouver, British Columbia, Cana",-123.11403,-9.795,1,0.591,702132,Far Beyond The Endless,,SOTJTQO12AB0183126,360.986,1.0,0.24431999999999998,131.98,post-grunge,0.954917755,4,0.0,Far Beyond The Endless,2010,253
0.5418889720000001,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,rock and indie,1,0.006999999999999999,0.17197,0.93,0.17197,281.23382999999995,0.06,0.8399627679999999,8,0.001,40.826240000000006,"Morris Plains, NJ",-74.47995,-6.9910000000000005,0,0.063,775078,Option Paralysis,0.6728360609999999,SOYCOEX12AB018B5DF,263.413,0.0,0.17197,120.085,math-core,0.9443812079999999,4,0.0,Parasitic Twins,2010,743
0.46548901,ARRBTUP1242077FA75,Taking Dawn,,0,0.013999999999999999,0.66913,0.27,0.25409,236.79955,0.0,0.637494392,7,0.6559999999999999,37.15735675,Not available,-63.93335787,-4.361000000000001,0,0.605,704331,Time To Burn SE,0.44713579600000003,SOCJYJY12AB018A3A3,230.226,0.39799999999999996,0.04605,144.77700000000002,glam metal,0.936389487,4,0.0,Black Diamond,2010,370
0.458730806,ARS4KT21187B9B9438,Fito Paez,,0,0.29100000000000004,1.15972,0.905,0.20206,273.03137999999996,0.165,0.657826886,4,0.127,37.15735675,Not available,-63.93335787,-6.1160000000000005,0,0.156,759590,ConfiA!,0.496175336,SOXFCPM12AB01896CC,265.41,0.905,0.20206,124.98899999999999,rock 'n roll,0.916230687,4,0.0,La Ley De La Vida,2010,574
0.446445662,ARW0YFZ1187FB442DB,Markscheider Kunst,russian,1,0.006999999999999999,0.85398,0.9420000000000001,0.07346,239.0722,0.13,0.541404969,7,0.113,37.15735675,Not available,-63.93335787,-7.4270000000000005,1,0.33899999999999997,805762,Utopia,0.460963161,SORXHUD12AB0186030,235.247,1.0,0.07346,152.887,ska punk,0.904356433,4,0.0,Dj,2010,574
0.5145233779999999,AR6I54S1187FB48C6B,Patty Griffin,country,1,0.9309999999999999,0.20139,0.9309999999999999,0.20139,256.39137999999997,0.146,0.716101705,9,0.40299999999999997,37.15735675,"Old Town, ME",-63.93335787,-14.966,1,0.529,696967,Downtown Church,0.49090420100000004,SOVTZPG12AC468E907,243.525,0.937,0.20139,56.184,folk-pop,0.999909218,1,0.0,All Creatures Of Our God And King,2010,347
0.40523469100000004,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,rock,2,0.9620000000000001,0.5274800000000001,0.9620000000000001,0.5274800000000001,142.15791000000002,0.49,0.626803106,4,1.0,37.15735675,Not available,-63.93335787,-5.063,1,0.9009999999999999,45795,Plays John Mayall (Live At Klooks Kleek),,SOGPDBF12A6D4F7FAB,136.243,0.634,0.5274800000000001,133.072,blues-rock,0.97665497,1,0.0,Blues City Shake Down,2010,405
0.44532187799999995,ARSZIBW1187B994053,James Newton Howard,american,1,0.748,0.27599,0.748,0.27599,110.52363000000001,0.0,0.611381595,9,0.359,37.15735675,Not available,-63.93335787,-9.516,0,0.47,778010,Nanny McPhee & The Big Bang,,SOCUGVI12AC468B002,110.524,0.0,0.27599,84.969,instrumental pop,0.957240203,1,0.0,The Burp Heard 'Round The World,2010,590
0.595069407,ARNDL191187FB51583,Jimi Hendrix,american,3,0.42200000000000004,0.65455,0.42200000000000004,0.65455,228.91057,0.073,0.840963901,1,0.47700000000000004,37.15735675,"Seattle, USA",-63.93335787,-7.047999999999999,1,0.52,740406,Valleys Of Neptune,0.645341857,SOOBDVS12AB0188EA4,224.386,1.0,0.16116,86.104,blues-rock,0.9242657809999999,1,0.0,Lullaby For The Summer,2010,485
0.26173013,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,,0,0.042,2.46831,0.0,0.45802,225.59302000000002,15.186,0.369988124,11,0.096,37.15735675,Not available,-63.93335787,-7.486000000000001,0,0.26,758701,Immoment,0.0,SOVGOOO12AB0182D50,217.763,0.0,0.21866999999999998,83.321,hip hop,1.0,5,1.0,So hell mit Klause Duo,2009,134
0.529166983,ARUYVDC12086C11D5C,Fever Ray,sverige,1,0.006,1.4305299999999999,0.965,0.45421000000000006,556.06812,0.0,0.713782886,9,0.099,37.15735675,Stockholm,-63.93335787,-6.817,0,0.46,405085,When I Grow Up,0.505487343,SOKJUZQ12AB0185E37,538.674,1.0,0.21063,122.984,electronic,1.0,5,1.0,When I Grow Up,2009,713
